left,right,metric,class_id,class_difference,full_point,leave_one_class_out_point,point_change,estimand
aligned_actual_source,aligned_donor_source,absolute_regret,780,-0.008722257133552156,0.1321690782458753,0.1415618339378371,0.009392755691961824,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,870,-0.15639983690021003,0.1321690782458753,0.15140700592228098,0.019237927676405697,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,888,0.25064577503612245,0.1321690782458753,0.12427063179319214,-0.007898446452683144,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,975,0.18377396748913466,0.1321690782458753,0.12872875229632466,-0.0034403259495506266,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,19,-0.022331600084018,-0.010317702913456555,-0.009516776435419122,0.000800926478037433,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,85,-0.010094574640654295,-0.010317702913456555,-0.010332578131643372,-1.4875218186816835e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,131,0.010172414400468788,-0.010317702913456555,-0.011683710734384909,-0.0013660078209283538,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,224,2.5252137237377625e-05,-0.010317702913456555,-0.01100723325016948,-0.0006895303367129256,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,301,0.03930226750644017,-0.010317702913456555,-0.013625700941449667,-0.0033079980279931125,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,345,-0.0057444613305225045,-0.010317702913456555,-0.010622585685652159,-0.0003048827721956037,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,384,-0.034187265171574194,-0.010317702913456555,-0.008726398762915375,0.0015913041505411802,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,462,-0.04057716625906335,-0.010317702913456555,-0.008300405357082765,0.0020172975563737903,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,511,-0.01243570925959013,-0.010317702913456555,-0.010176502490380981,0.00014120042307557389,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,568,-0.028094233726159937,-0.010317702913456555,-0.009132600859276328,0.0011851020541802267,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,679,0.02774821980797921,-0.010317702913456555,-0.012855431094885603,-0.0025377281814290484,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,712,-0.051937485155129984,-0.010317702913456555,-0.0075430507640116586,0.0027746521494448964,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,780,-0.030144514860711683,-0.010317702913456555,-0.008995915450306211,0.001321787463150344,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,870,-0.04616273480552861,-0.010317702913456555,-0.007928034120651748,0.0023896687928048072,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,888,0.024094750722400655,-0.010317702913456555,-0.012611866489180367,-0.0022941635757238125,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,normalized_regret,975,0.015283594103121637,-0.010317702913456555,-0.012024456047895099,-0.0017067531344385437,descriptive_influence_only_no_class_removed_from_primary
