family,set_id,policy,metric,units,valid_units,mean,median,Q90,Q95,Q99,max,estimand,unit,source_observations_sha256
primary,primary_705fa28644fa,uniform_random_expected,absolute_regret,64,64,0.0329919835014957,0.009439069799194993,0.0329661661832546,0.10506662076059682,0.46245593874504587,0.9123505720945589,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,uniform_random_expected,normalized_regret,64,64,0.3932229478524191,0.38516381035467906,0.44682739339872074,0.4579356356187169,0.5018793043271348,0.5503369475930098,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,energy,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,energy,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,uniform_random_expected,absolute_regret,64,64,5.719486933725717,3.330930278056895,10.27246469411373,15.811831335076425,36.05805698615259,63.50770754690152,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_78aa853a8dcb,uniform_random_expected,normalized_regret,64,64,0.3792299522343774,0.369592915749391,0.42484659676994696,0.4465976789556996,0.46732830510810824,0.48806227939521774,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,energy,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,energy,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,uniform_random_expected,absolute_regret,64,64,0.05062364167514111,0.02405968121378521,0.08902599135345214,0.16994741885163644,0.4777058844020313,0.7059679903717703,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8748e8c257a6,uniform_random_expected,normalized_regret,64,64,0.391145245562327,0.37965662053357774,0.4575285625425652,0.4926193556353117,0.5603870819558395,0.641497867981223,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,energy,absolute_regret,64,64,0.0033963076366352873,0.0,0.004053604775475606,0.005973982325252786,0.05018393963792083,0.11010907837408013,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,energy,normalized_regret,64,64,0.1523010543796123,0.0,0.3327617967796867,0.641257007460635,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,uniform_random_expected,absolute_regret,64,64,0.013842134218650104,0.004789830635512378,0.015573107715600071,0.0400419968263023,0.18205400306083722,0.347124944757752,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_8bc97f489508,uniform_random_expected,normalized_regret,64,64,0.42360235422975423,0.4144191727014608,0.5075873694333898,0.5230101636125591,0.5764247844412664,0.6012844696430615,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,energy,absolute_regret,64,64,0.02734155037476982,0.00831804722432139,0.07569325027503879,0.09700463202509296,0.28877356141176425,0.4158521702584608,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,energy,normalized_regret,64,64,0.8470821759848443,1.0,1.0,1.0,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,uniform_random_expected,absolute_regret,64,64,0.012965305023920756,0.005078349304066402,0.03532113806471317,0.05090802255602679,0.10581208710210294,0.1408693111167736,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_903cdd7eae0a,uniform_random_expected,normalized_regret,64,64,0.47420559721775846,0.47200186564866653,0.5947294198668548,0.6113794247445146,0.66242580151612,0.6632790594908019,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,candidate_B,absolute_regret,64,64,0.0009734730871313595,0.0,0.0,0.0,0.02399968570595737,0.04048410238313238,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,candidate_B,normalized_regret,64,64,0.002013579457784636,0.0,0.0,0.0,0.058162635776691236,0.06547525449352495,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,constant,absolute_regret,64,64,0.0009734730871313595,0.0,0.0,0.0,0.02399968570595737,0.04048410238313238,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,constant,normalized_regret,64,64,0.002013579457784636,0.0,0.0,0.0,0.058162635776691236,0.06547525449352495,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,energy,absolute_regret,64,64,0.524693746493313,0.05027378994873999,1.2490456292082484,2.0506758913719914,5.654115055676007,9.120213269433151,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,energy,normalized_regret,64,64,0.2352857539781847,0.07177177233922433,0.7976825275052274,1.0,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,hybrid,absolute_regret,64,64,0.0009734730871313595,0.0,0.0,0.0,0.02399968570595737,0.04048410238313238,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,hybrid,normalized_regret,64,64,0.002013579457784636,0.0,0.0,0.0,0.058162635776691236,0.06547525449352495,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,latest_stage,absolute_regret,64,64,0.0009734730871313595,0.0,0.0,0.0,0.02399968570595737,0.04048410238313238,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,latest_stage,normalized_regret,64,64,0.002013579457784636,0.0,0.0,0.0,0.058162635776691236,0.06547525449352495,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,pure_G,absolute_regret,64,64,0.0009734730871313595,0.0,0.0,0.0,0.02399968570595737,0.04048410238313238,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,pure_G,normalized_regret,64,64,0.002013579457784636,0.0,0.0,0.0,0.058162635776691236,0.06547525449352495,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,stage_position_only,absolute_regret,64,64,0.0009734730871313595,0.0,0.0,0.0,0.02399968570595737,0.04048410238313238,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,stage_position_only,normalized_regret,64,64,0.002013579457784636,0.0,0.0,0.0,0.058162635776691236,0.06547525449352495,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,uniform_random_expected,absolute_regret,64,64,1.480963107869064,0.5441082689017047,3.9738043452784653,6.799028838113376,8.024613049028419,9.036573326365064,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_9688e435275c,uniform_random_expected,normalized_regret,64,64,0.4425881987654044,0.41603879880636563,0.5589610771102735,0.6100546980068269,0.6418885799834313,0.6600383628809817,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,energy,absolute_regret,64,64,0.008591542282302078,0.0025697765171344145,0.020309813220723078,0.04715757089009113,0.08043559970561998,0.09071908858504685,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,energy,normalized_regret,64,64,0.2509901808454193,0.1547016191337532,0.7237459707838937,0.8544122553408892,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,uniform_random_expected,absolute_regret,64,64,0.037534174183987905,0.007668743640126152,0.023581683709360732,0.04222470876402242,0.6711777172820043,1.5353029526802022,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_98d1f6d8741d,uniform_random_expected,normalized_regret,64,64,0.4568623328176511,0.43247201714438993,0.5949074565653932,0.6181374184469631,0.6541974358108946,0.6618633845073657,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_a8226b7ab73c,candidate_B,absolute_regret,64,64,3.123345731381746e-06,0.0,0.0,0.0,7.396082691911924e-05,0.00019989412680843175,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_a8226b7ab73c,candidate_B,normalized_regret,64,64,0.00011379185144980164,0.0,0.0,0.0,0.002694591042331284,0.007282678492787305,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
